batch,sample,elapsed_s,S1_Bx,S1_By,S1_Bz,S2_Bx,S2_By,S2_Bz
2,80,12.230149,-0.098000,0.000000,0.000000,-0.098000,0.196000,-0.098000
2,81,12.263535,-0.098000,0.000000,0.098000,0.098000,0.098000,0.000000
2,82,12.296953,-0.196000,0.000000,0.000000,0.098000,0.098000,0.000000
2,83,12.330383,-0.196000,0.000000,-0.098000,0.000000,0.098000,0.000000
2,84,12.363772,0.098000,0.196000,-0.196000,0.098000,0.196000,-0.098000
2,85,12.397166,-0.196000,-0.098000,0.098000,0.098000,0.000000,-0.098000
2,86,12.430557,0.000000,0.196000,0.000000,0.098000,0.098000,0.000000
2,87,12.463943,0.098000,0.098000,0.000000,0.000000,0.098000,-0.098000
2,88,12.497356,0.000000,0.098000,0.000000,0.098000,0.098000,0.000000
2,89,12.530754,-0.294000,0.098000,0.000000,0.196000,-0.098000,-0.098000
2,90,12.564141,-0.196000,0.098000,0.000000,0.098000,0.196000,-0.098000
2,91,12.597532,-0.098000,0.196000,-0.294000,0.098000,0.098000,0.098000
2,92,12.630942,-0.196000,0.098000,-0.098000,0.098000,0.000000,-0.098000
2,93,12.664341,0.098000,0.000000,0.098000,0.098000,0.098000,-0.098000
2,94,12.697734,-0.196000,0.000000,0.000000,0.196000,0.196000,0.000000
2,95,12.731131,0.000000,0.000000,-0.196000,0.196000,0.196000,-0.098000
2,96,12.764523,-0.098000,0.000000,0.098000,0.098000,0.098000,0.000000
2,97,12.797915,0.000000,0.000000,0.000000,0.196000,0.000000,-0.098000
2,98,12.831310,-0.196000,0.098000,0.098000,0.098000,0.098000,-0.098000
2,99,12.864701,-0.294000,0.098000,0.098000,0.000000,0.098000,0.000000
2,100,12.898096,0.000000,0.098000,0.000000,0.196000,0.196000,-0.098000
2,101,12.931484,0.098000,-0.098000,-0.196000,0.000000,0.098000,0.098000
2,102,12.964878,-0.098000,0.098000,-0.294000,0.098000,-0.098000,-0.098000
2,103,12.998266,-0.098000,-0.098000,-0.098000,0.098000,0.000000,-0.098000
2,104,13.031660,0.000000,0.196000,0.000000,-0.098000,0.098000,-0.098000
2,105,13.065045,0.098000,0.000000,0.000000,0.000000,0.098000,-0.098000
2,106,13.098454,0.000000,0.000000,-0.294000,0.000000,0.000000,-0.098000
2,107,13.131846,-0.196000,0.098000,-0.098000,0.000000,0.196000,0.000000
2,108,13.165248,0.098000,0.098000,-0.294000,0.098000,0.098000,0.000000
2,109,13.198637,-0.098000,0.000000,-0.196000,0.098000,0.196000,0.000000
2,110,13.232026,-0.098000,0.098000,-0.098000,0.000000,0.000000,-0.196000
2,111,13.265419,-0.196000,0.098000,-0.196000,0.196000,0.098000,0.000000
2,112,13.298829,0.098000,0.000000,-0.392000,0.196000,0.000000,0.098000
2,113,13.332258,-0.098000,0.098000,0.098000,0.098000,0.098000,0.000000
2,114,13.365657,0.000000,0.196000,0.196000,0.098000,-0.196000,-0.098000
2,115,13.399048,0.098000,0.000000,-0.098000,0.000000,0.000000,0.000000
2,116,13.432441,-0.196000,0.098000,0.196000,0.098000,0.196000,0.000000
2,117,13.465838,-0.098000,-0.098000,0.098000,0.098000,0.196000,0.098000
2,118,13.499233,-0.098000,0.000000,0.098000,0.098000,0.000000,-0.098000
2,119,13.532631,-0.098000,0.294000,-0.098000,0.000000,0.000000,-0.098000
2,120,13.566021,0.000000,0.098000,0.000000,0.000000,0.000000,0.098000
2,121,13.599405,-0.196000,0.196000,-0.098000,0.000000,0.000000,-0.098000
2,122,13.632795,-0.098000,0.098000,0.000000,0.098000,0.000000,-0.098000
2,123,13.666186,0.000000,0.098000,-0.098000,0.098000,0.000000,0.000000
2,124,13.699610,0.000000,0.000000,0.098000,0.294000,0.000000,-0.098000
2,125,13.733018,-0.196000,0.000000,0.294000,0.196000,0.196000,0.294000
2,126,13.766412,-0.098000,0.098000,-0.098000,0.098000,0.196000,0.000000
2,127,13.799798,-0.098000,0.196000,-0.196000,0.196000,0.196000,-0.098000
