batch,sample,elapsed_s,S1_Bx,S1_By,S1_Bz,S2_Bx,S2_By,S2_Bz
2,46,11.094650,0.098000,0.098000,-0.098000,0.098000,0.098000,-0.098000
2,47,11.128057,0.000000,0.000000,0.000000,0.000000,-0.098000,0.000000
2,48,11.161449,-0.098000,0.196000,0.196000,0.098000,0.000000,0.000000
2,49,11.194841,0.000000,0.000000,-0.294000,0.000000,0.098000,0.000000
2,50,11.228233,0.098000,0.098000,0.000000,0.000000,0.098000,-0.098000
2,51,11.261629,-0.196000,0.098000,-0.098000,0.098000,0.098000,0.000000
2,52,11.295065,0.000000,0.196000,0.000000,0.000000,0.098000,0.000000
2,53,11.328505,0.000000,-0.098000,-0.098000,0.196000,0.098000,0.098000
2,54,11.361905,0.000000,0.098000,-0.196000,0.098000,0.000000,0.000000
2,55,11.395317,-0.294000,0.196000,-0.196000,0.098000,0.196000,0.000000
2,56,11.428713,-0.098000,0.196000,-0.098000,0.098000,0.000000,-0.196000
2,57,11.462107,-0.098000,-0.098000,0.000000,0.000000,0.000000,0.000000
2,58,11.495496,-0.098000,0.196000,-0.098000,0.196000,0.294000,0.098000
2,59,11.528884,-0.294000,0.098000,-0.196000,0.098000,0.098000,0.196000
2,60,11.562277,-0.196000,0.294000,-0.294000,0.098000,0.000000,-0.098000
2,61,11.595662,-0.196000,0.098000,-0.294000,0.098000,-0.098000,-0.196000
2,62,11.629056,0.000000,0.000000,-0.294000,0.098000,0.000000,0.000000
2,63,11.662444,-0.098000,0.098000,-0.392000,0.098000,0.098000,0.000000
2,64,11.695831,0.000000,-0.392000,0.196000,0.098000,0.098000,-0.098000
2,65,11.729230,-0.098000,0.196000,0.000000,0.000000,0.098000,0.098000
2,66,11.762620,-0.392000,0.000000,-0.196000,0.000000,0.000000,-0.098000
2,67,11.796003,-0.098000,0.098000,0.098000,0.196000,-0.196000,0.000000
2,68,11.829396,0.000000,0.098000,0.196000,0.098000,0.098000,0.000000
2,69,11.862787,0.098000,0.098000,-0.196000,0.098000,0.098000,0.000000
2,70,11.896198,-0.098000,-0.098000,-0.098000,0.000000,0.196000,-0.098000
2,71,11.929610,-0.098000,0.098000,0.000000,0.098000,0.000000,0.000000
2,72,11.963002,0.000000,0.098000,-0.196000,0.000000,0.098000,0.000000
2,73,11.996394,-0.098000,0.196000,0.000000,0.196000,0.000000,-0.098000
2,74,12.029789,-0.098000,0.294000,-0.196000,0.196000,0.098000,0.000000
2,75,12.063180,0.196000,0.196000,-0.098000,0.098000,0.098000,0.000000
2,76,12.096571,-0.294000,0.196000,-0.196000,0.098000,0.098000,0.000000
2,77,12.129965,0.196000,0.098000,-0.098000,0.000000,0.098000,0.000000
2,78,12.163356,0.000000,0.294000,-0.098000,0.098000,0.098000,-0.196000
2,79,12.196753,0.098000,-0.098000,-0.098000,0.000000,-0.098000,-0.098000
