pose_index,pose,sample,elapsed_s,S1_Bx,S1_By,S1_Bz,S2_Bx,S2_By,S2_Bz,S1_attempts,S1_frame_counter,S1_registers_hex,S2_attempts,S2_frame_counter,S2_registers_hex
1,yaw_plus_90,47,29.937981,2.352000,-0.098000,0.000000,-0.784000,-3.038000,1.176000,1,0,01ff00108f0054830800,1,0,fffe0010810c5a830400
1,yaw_plus_90,48,29.971376,2.254000,-0.196000,0.294000,-0.784000,-2.842000,1.274000,1,1,01ff00147e0355830800,1,1,fffe0014830d59830400
1,yaw_plus_90,49,30.004767,2.254000,-0.098000,0.000000,-0.686000,-3.038000,1.176000,1,2,01ff00187f0054830800,1,2,fffe0018910c5a830400
1,yaw_plus_90,50,30.038175,2.352000,0.000000,0.294000,-0.784000,-2.940000,1.274000,1,3,0100001c800353830800,1,3,fffe001c820d5a830400
1,yaw_plus_90,51,30.071575,2.156000,0.098000,0.196000,-0.784000,-2.744000,1.078000,1,0,01000010610258830800,1,0,fffe0010840b5a830400
1,yaw_plus_90,52,30.104991,2.254000,-0.294000,0.196000,-0.784000,-2.940000,1.078000,1,1,01ff00147d0256830800,1,1,fffe0014820b5a830400
1,yaw_plus_90,53,30.138384,2.156000,-0.098000,0.098000,-0.980000,-2.940000,1.274000,1,2,01ff00186f0153830800,1,2,fffe0018620d59830400
1,yaw_plus_90,54,30.171772,2.254000,-0.196000,0.196000,-0.784000,-2.646000,1.078000,1,3,01ff001c7e0255830800,1,3,fffe001c850b5a830400
1,yaw_plus_90,55,30.205165,2.058000,-0.294000,0.098000,-0.784000,-2.842000,1.176000,1,0,01ff00105d0155830800,1,0,fffe0010830c5a830400
1,yaw_plus_90,56,30.238555,2.254000,0.000000,0.098000,-0.686000,-3.038000,1.274000,1,1,01000014700156830800,1,1,fffe0014910d5a830400
1,yaw_plus_90,57,30.271964,2.058000,-0.392000,0.196000,-0.784000,-2.842000,1.274000,1,2,01ff00185c0255830800,1,2,fffe0018830d59830400
1,yaw_plus_90,58,30.305364,2.156000,0.000000,0.098000,-0.882000,-2.842000,1.078000,1,3,0100001c600154830800,1,3,fffe001c730b59830400
1,yaw_plus_90,59,30.338780,2.254000,-0.098000,0.000000,-0.882000,-2.940000,1.176000,1,0,01ff00107f0056830800,1,0,fffe0010720c59830400
1,yaw_plus_90,60,30.372174,2.548000,0.098000,0.098000,-0.784000,-2.744000,1.274000,1,1,01000014a10153830800,1,1,fffe0014840d59830400
1,yaw_plus_90,61,30.405584,2.352000,0.000000,0.000000,-0.686000,-2.940000,1.372000,1,2,01000018800055830800,1,2,fffe0018920e5a830400
1,yaw_plus_90,62,30.438979,2.254000,-0.196000,0.196000,-0.784000,-2.940000,1.176000,1,3,01ff001c7e0253830800,1,3,fffe001c820c5a830400
1,yaw_plus_90,63,30.472430,2.156000,-0.098000,0.196000,-0.980000,-2.940000,1.078000,1,0,01ff00106f0254830800,1,0,fffe0010620b5a830400
1,yaw_plus_90,64,30.505848,2.058000,-0.098000,-0.098000,-0.686000,-2.842000,1.176000,1,1,01ffff145f0f54830800,1,1,fffe0014930c58830400
1,yaw_plus_90,65,30.539243,2.254000,-0.196000,0.000000,-0.882000,-2.940000,1.372000,1,2,01ff00187e0054830800,1,2,fffe0018720e58830400
1,yaw_plus_90,66,30.572629,2.254000,0.098000,0.196000,-0.980000,-2.842000,1.176000,1,3,0100001c710254830800,1,3,fffe001c630c5a830400
1,yaw_plus_90,67,30.606010,2.352000,0.000000,0.196000,-0.784000,-3.038000,1.274000,1,0,01000010800254830800,1,0,fffe0010810d59830400
1,yaw_plus_90,68,30.639403,1.960000,-0.196000,0.196000,-0.882000,-2.646000,1.176000,1,1,01ff00144e0253830800,1,1,fffe0014750c5a830400
1,yaw_plus_90,69,30.672811,2.352000,-0.196000,0.098000,-0.784000,-2.940000,1.176000,1,2,01ff00188e0154830800,1,2,fffe0018820c5a830400
1,yaw_plus_90,70,30.706222,2.254000,-0.196000,0.098000,-0.490000,-2.744000,1.274000,1,3,01ff001c7e0154830800,1,3,fffe001cb40d5b830400
1,yaw_plus_90,71,30.739641,2.156000,-0.098000,0.196000,-0.784000,-2.744000,1.078000,1,0,01ff00106f0255830800,1,0,fffe0010840b5a830400
1,yaw_plus_90,72,30.773038,2.156000,-0.098000,0.000000,-0.980000,-3.038000,1.078000,1,1,01ff00146f0054830800,1,1,fffe0014610b59830400
1,yaw_plus_90,73,30.806425,2.254000,0.000000,0.098000,-0.882000,-3.038000,1.078000,1,2,01000018700155830800,1,2,fffe0018710b5b830400
1,yaw_plus_90,74,30.839826,2.156000,-0.294000,0.098000,-0.882000,-2.842000,1.274000,1,3,01ff001c6d0154830800,1,3,fffe001c730d5a830400
1,yaw_plus_90,75,30.873214,2.156000,-0.098000,0.196000,-0.980000,-2.842000,1.078000,1,0,01ff00106f0255830800,1,0,fffe0010630b5a830400
1,yaw_plus_90,76,30.906610,2.156000,-0.098000,0.196000,-0.588000,-3.038000,1.176000,1,1,01ff00146f0254830800,1,1,fffe0014a10c5b830400
1,yaw_plus_90,77,30.940000,2.254000,-0.098000,0.098000,-0.686000,-2.940000,1.176000,1,2,01ff00187f0153830800,1,2,fffe0018920c5b830400
1,yaw_plus_90,78,30.973399,2.156000,-0.294000,0.098000,-0.784000,-2.842000,1.176000,1,3,01ff001c6d0154830800,1,3,fffe001c830c5a830400
1,yaw_plus_90,79,31.006791,2.156000,-0.098000,0.098000,-0.882000,-2.940000,1.274000,1,0,01ff00106f0153830800,1,0,fffe0010720d5a830400
1,yaw_plus_90,80,31.040183,2.450000,-0.098000,0.000000,-0.882000,-2.744000,1.176000,1,1,01ff00149f0055830800,1,1,fffe0014740c5a830400
1,yaw_plus_90,81,31.073662,2.352000,0.000000,0.000000,-0.588000,-3.038000,1.274000,1,2,01000018800053830800,1,2,fffe0018a10d5a830400
1,yaw_plus_90,82,31.107064,2.254000,-0.098000,0.294000,-0.686000,-3.038000,1.274000,1,3,01ff001c7f0355830800,1,3,fffe001c910d5a830400
1,yaw_plus_90,83,31.140454,2.254000,-0.294000,0.098000,-0.784000,-2.744000,1.176000,1,0,01ff00107d0155830800,1,0,fffe0010840c59830400
1,yaw_plus_90,84,31.173840,2.254000,-0.196000,0.294000,-0.784000,-2.940000,1.176000,1,1,01ff00147e0354830800,1,1,fffe0014820c59830400
1,yaw_plus_90,85,31.207230,2.058000,-0.196000,-0.098000,-0.784000,-2.940000,1.078000,1,2,01ffff185e0f54830800,1,2,fffe0018820b5a830400
1,yaw_plus_90,86,31.240620,2.254000,-0.098000,-0.098000,-0.882000,-2.842000,1.176000,1,3,01ffff1c7f0f54830800,1,3,fffe001c730c59830400
1,yaw_plus_90,87,31.274001,2.058000,-0.294000,-0.098000,-0.784000,-2.940000,1.274000,1,0,01ffff105d0f55830800,1,0,fffe0010820d5b830400
1,yaw_plus_90,88,31.307389,2.058000,-0.196000,0.098000,-0.686000,-2.646000,1.078000,1,1,01ff00145e0154830800,1,1,fffe0014950b5a830400
1,yaw_plus_90,89,31.341198,2.254000,0.000000,0.098000,-0.784000,-2.940000,1.176000,1,2,01000018700157830800,1,2,fffe0018820c59830400
1,yaw_plus_90,90,31.374627,2.352000,-0.196000,-0.098000,-0.882000,-2.744000,1.176000,1,3,01ffff1c8e0f54830800,1,3,fffe001c740c5a830400
1,yaw_plus_90,91,31.408026,2.156000,0.098000,0.000000,-0.784000,-2.744000,1.274000,1,0,01000010610055830800,1,0,fffe0010840d5a830400
1,yaw_plus_90,92,31.441420,2.156000,-0.294000,0.196000,-0.784000,-2.940000,1.274000,1,1,01ff00146d0255830800,1,1,fffe0014820d5a830400
1,yaw_plus_90,93,31.474815,2.156000,-0.098000,0.196000,-0.784000,-2.842000,1.274000,1,2,01ff00186f0255830800,1,2,fffe0018830d59830400
1,yaw_plus_90,94,31.508202,2.352000,-0.196000,0.098000,-0.490000,-2.940000,1.274000,1,3,01ff001c8e0156830800,1,3,fffe001cb20d5a830400
1,yaw_plus_90,95,31.541602,2.254000,-0.294000,0.000000,-0.686000,-2.842000,1.176000,1,0,01ff00107d0056830800,1,0,fffe0010930c59830400
1,yaw_plus_90,96,31.574990,1.960000,-0.196000,0.196000,-0.882000,-3.038000,1.274000,1,1,01ff00144e0254830800,1,1,fffe0014710d5b830400
1,yaw_plus_90,97,31.608382,2.254000,-0.098000,0.196000,-0.686000,-2.842000,1.176000,1,2,01ff00187f0254830800,1,2,fffe0018930c5b830400
1,yaw_plus_90,98,31.641769,2.058000,0.000000,0.196000,-0.980000,-2.842000,1.176000,1,3,0100001c500254830800,1,3,fffe001c630c59830400
1,yaw_plus_90,99,31.675302,2.058000,0.098000,0.196000,-0.784000,-2.842000,1.176000,1,0,01000010510254830800,1,0,fffe0010830c59830400
1,yaw_plus_90,100,31.708726,2.254000,-0.294000,0.000000,-0.882000,-2.940000,1.274000,1,1,01ff00147d0057830800,1,1,fffe0014720d5a830400
1,yaw_plus_90,101,31.742118,2.254000,0.000000,0.098000,-0.686000,-3.038000,1.176000,1,2,01000018700155830800,1,2,fffe0018910c5a830400
1,yaw_plus_90,102,31.775535,2.156000,-0.196000,0.000000,-0.882000,-3.038000,1.274000,1,3,01ff001c6e0055830800,1,3,fffe001c710d5a830400
1,yaw_plus_90,103,31.808927,2.156000,-0.098000,0.000000,-0.784000,-3.038000,1.176000,1,0,01ff00106f0054830800,1,0,fffe0010810c5b830400
1,yaw_plus_90,104,31.842311,2.156000,0.000000,0.098000,-0.980000,-2.744000,1.078000,1,1,01000014600155830800,1,1,fffe0014640b59830400
1,yaw_plus_90,105,31.875701,1.960000,-0.196000,0.098000,-0.784000,-2.842000,1.176000,1,2,01ff00184e0154830800,1,2,fffe0018830c5b830400
1,yaw_plus_90,106,31.909102,2.058000,-0.098000,0.294000,-0.686000,-3.234000,1.274000,1,3,01ff001c5f0354830800,1,3,fffd001c9f0d59830400
1,yaw_plus_90,107,31.942486,1.960000,-0.196000,0.098000,-0.882000,-3.038000,1.176000,1,0,01ff00104e0155830800,1,0,fffe0010710c5a830400
1,yaw_plus_90,108,31.975875,2.352000,-0.196000,-0.098000,-0.588000,-2.940000,1.274000,1,1,01ffff148e0f55830800,1,1,fffe0014a20d5a830400
1,yaw_plus_90,109,32.009272,2.548000,-0.098000,0.294000,-0.588000,-2.940000,1.176000,1,2,01ff0018af0355830800,1,2,fffe0018a20c5a830400
1,yaw_plus_90,110,32.042664,2.058000,0.000000,0.196000,-0.686000,-2.842000,1.078000,1,3,0100001c500256830800,1,3,fffe001c930b5a830400
1,yaw_plus_90,111,32.076051,2.450000,-0.098000,0.000000,-0.882000,-2.842000,1.176000,1,0,01ff00109f0055830800,1,0,fffe0010730c59830400
1,yaw_plus_90,112,32.109434,2.058000,-0.098000,0.098000,-0.686000,-2.842000,1.176000,1,1,01ff00145f0154830800,1,1,fffe0014930c5a830400
1,yaw_plus_90,113,32.142823,2.058000,-0.196000,0.098000,-0.882000,-2.842000,1.274000,1,2,01ff00185e0155830800,1,2,fffe0018730d5a830400
1,yaw_plus_90,114,32.176209,2.156000,-0.196000,0.098000,-0.784000,-3.038000,1.176000,1,3,01ff001c6e0155830800,1,3,fffe001c810c5a830400
1,yaw_plus_90,115,32.209597,2.450000,0.000000,0.098000,-0.686000,-3.038000,1.176000,1,0,01000010900154830800,1,0,fffe0010910c59830400
1,yaw_plus_90,116,32.242986,2.254000,0.000000,0.294000,-0.882000,-2.842000,1.176000,1,1,01000014700355830800,1,1,fffe0014730c5a830400
1,yaw_plus_90,117,32.276451,2.058000,-0.294000,0.196000,-0.784000,-3.038000,1.176000,1,2,01ff00185d0256830800,1,2,fffe0018810c5a830400
1,yaw_plus_90,118,32.309844,2.352000,0.098000,0.196000,-0.882000,-2.744000,1.274000,1,3,0100001c810254830800,1,3,fffe001c740d5a830400
1,yaw_plus_90,119,32.343272,2.352000,-0.098000,0.196000,-0.882000,-2.842000,0.980000,1,0,01ff00108f0255830800,1,0,fffe0010730a5a830400
1,yaw_plus_90,120,32.376663,1.960000,-0.294000,0.098000,-0.882000,-2.940000,1.078000,1,1,01ff00144d0155830800,1,1,fffe0014720b59830400
1,yaw_plus_90,121,32.410078,2.058000,-0.098000,0.196000,-0.686000,-2.646000,1.176000,1,2,01ff00185f0252830800,1,2,fffe0018950c5a830400
1,yaw_plus_90,122,32.443476,2.156000,-0.392000,0.000000,-0.980000,-2.940000,1.274000,1,3,01ff001c6c0054830800,1,3,fffe001c620d59830400
1,yaw_plus_90,123,32.476863,2.254000,-0.098000,0.294000,-0.980000,-2.940000,1.274000,1,0,01ff00107f0355830800,1,0,fffe0010620d59830400
1,yaw_plus_90,124,32.510246,2.254000,0.000000,-0.098000,-0.882000,-2.940000,0.980000,1,1,0100ff14700f55830800,1,1,fffe0014720a59830400
1,yaw_plus_90,125,32.543634,2.352000,-0.098000,0.098000,-0.784000,-2.940000,1.274000,1,2,01ff00188f0154830800,1,2,fffe0018820d5a830400
1,yaw_plus_90,126,32.577021,2.254000,0.000000,0.098000,-0.882000,-2.842000,1.176000,1,3,0100001c700155830800,1,3,fffe001c730c59830400
1,yaw_plus_90,127,32.610414,2.058000,-0.294000,0.098000,-0.882000,-2.842000,1.078000,1,0,01ff00105d0154830800,1,0,fffe0010730b5b830400
