trial,sample,elapsed_s,S1_Bx_raw_mT,S1_By_raw_mT,S1_Bz_raw_mT,S2_Bx_raw_mT,S2_By_raw_mT,S2_Bz_raw_mT,S1_Bx_corrected_mT,S1_By_corrected_mT,S1_Bz_corrected_mT,S2_Bx_corrected_mT,S2_By_corrected_mT,S2_Bz_corrected_mT
2,105,40.186626,0.000000,-4.606000,2.058000,-1.470000,2.352000,-0.784000,0.060229,-4.684094,2.101385,-1.551667,2.280031,-0.752099
2,106,40.220053,0.196000,-4.606000,1.862000,-1.568000,2.156000,-0.882000,0.256229,-4.684094,1.905385,-1.649667,2.084031,-0.850099
2,107,40.253472,0.098000,-4.508000,1.764000,-1.470000,2.156000,-0.784000,0.158229,-4.586094,1.807385,-1.551667,2.084031,-0.752099
2,108,40.286891,0.196000,-4.606000,1.960000,-1.568000,2.058000,-0.686000,0.256229,-4.684094,2.003385,-1.649667,1.986031,-0.654099
2,109,40.320291,0.098000,-4.802000,1.764000,-1.666000,2.254000,-0.784000,0.158229,-4.880094,1.807385,-1.747667,2.182031,-0.752099
2,110,40.353713,-0.098000,-4.802000,1.862000,-1.372000,2.156000,-0.784000,-0.037771,-4.880094,1.905385,-1.453667,2.084031,-0.752099
2,111,40.387115,0.294000,-4.508000,1.862000,-1.372000,2.254000,-0.784000,0.354229,-4.586094,1.905385,-1.453667,2.182031,-0.752099
2,112,40.420510,0.294000,-4.704000,2.058000,-1.274000,2.254000,-0.686000,0.354229,-4.782094,2.101385,-1.355667,2.182031,-0.654099
2,113,40.453927,0.196000,-4.802000,1.764000,-1.470000,2.156000,-0.686000,0.256229,-4.880094,1.807385,-1.551667,2.084031,-0.654099
2,114,40.487331,0.294000,-4.606000,1.862000,-1.568000,2.352000,-0.686000,0.354229,-4.684094,1.905385,-1.649667,2.280031,-0.654099
2,115,40.520721,0.196000,-4.508000,1.764000,-1.274000,2.254000,-0.686000,0.256229,-4.586094,1.807385,-1.355667,2.182031,-0.654099
2,116,40.554135,0.392000,-4.704000,1.862000,-1.372000,2.156000,-0.686000,0.452229,-4.782094,1.905385,-1.453667,2.084031,-0.654099
2,117,40.587530,-0.098000,-4.410000,1.764000,-1.470000,2.254000,-0.784000,-0.037771,-4.488094,1.807385,-1.551667,2.182031,-0.752099
2,118,40.620931,0.000000,-4.606000,1.862000,-1.470000,2.058000,-0.980000,0.060229,-4.684094,1.905385,-1.551667,1.986031,-0.948099
2,119,40.654341,0.392000,-4.802000,2.058000,-1.568000,2.058000,-0.882000,0.452229,-4.880094,2.101385,-1.649667,1.986031,-0.850099
2,120,40.687740,0.098000,-4.606000,1.764000,-1.666000,2.156000,-0.784000,0.158229,-4.684094,1.807385,-1.747667,2.084031,-0.752099
2,121,40.721128,0.196000,-4.606000,1.862000,-1.666000,2.156000,-0.686000,0.256229,-4.684094,1.905385,-1.747667,2.084031,-0.654099
2,122,40.754552,0.392000,-4.606000,1.960000,-1.568000,2.254000,-0.588000,0.452229,-4.684094,2.003385,-1.649667,2.182031,-0.556099
2,123,40.787964,0.196000,-4.606000,1.862000,-1.470000,2.156000,-0.686000,0.256229,-4.684094,1.905385,-1.551667,2.084031,-0.654099
2,124,40.821360,0.000000,-4.312000,1.666000,-1.568000,2.156000,-0.882000,0.060229,-4.390094,1.709385,-1.649667,2.084031,-0.850099
2,125,40.854790,0.294000,-4.606000,1.862000,-1.568000,2.352000,-0.882000,0.354229,-4.684094,1.905385,-1.649667,2.280031,-0.850099
2,126,40.888193,0.294000,-4.606000,1.862000,-1.372000,2.156000,-0.686000,0.354229,-4.684094,1.905385,-1.453667,2.084031,-0.654099
2,127,40.921589,0.196000,-4.508000,1.960000,-1.568000,2.254000,-0.686000,0.256229,-4.586094,2.003385,-1.649667,2.182031,-0.654099
3,0,49.086829,0.392000,-4.704000,1.764000,-1.372000,2.254000,-0.784000,0.452229,-4.782094,1.807385,-1.453667,2.182031,-0.752099
3,1,49.120322,0.196000,-4.606000,2.058000,-1.372000,2.156000,-0.686000,0.256229,-4.684094,2.101385,-1.453667,2.084031,-0.654099
3,2,49.153862,0.000000,-4.508000,1.862000,-1.372000,2.156000,-0.686000,0.060229,-4.586094,1.905385,-1.453667,2.084031,-0.654099
3,3,49.187397,0.294000,-4.606000,1.666000,-1.568000,2.156000,-0.686000,0.354229,-4.684094,1.709385,-1.649667,2.084031,-0.654099
3,4,49.220806,-0.196000,-4.704000,1.960000,-1.372000,2.254000,-0.686000,-0.135771,-4.782094,2.003385,-1.453667,2.182031,-0.654099
3,5,49.254199,0.294000,-4.606000,2.156000,-1.372000,2.058000,-0.784000,0.354229,-4.684094,2.199385,-1.453667,1.986031,-0.752099
3,6,49.287653,0.098000,-4.704000,1.666000,-1.372000,2.352000,-0.784000,0.158229,-4.782094,1.709385,-1.453667,2.280031,-0.752099
3,7,49.321057,0.392000,-4.606000,1.764000,-1.568000,2.352000,-0.686000,0.452229,-4.684094,1.807385,-1.649667,2.280031,-0.654099
3,8,49.354531,0.196000,-4.508000,1.764000,-1.470000,2.254000,-0.784000,0.256229,-4.586094,1.807385,-1.551667,2.182031,-0.752099
3,9,49.387938,0.098000,-4.410000,1.960000,-1.470000,2.254000,-0.686000,0.158229,-4.488094,2.003385,-1.551667,2.182031,-0.654099
3,10,49.421332,0.588000,-4.606000,1.764000,-1.470000,2.156000,-0.882000,0.648229,-4.684094,1.807385,-1.551667,2.084031,-0.850099
3,11,49.454800,0.294000,-4.704000,2.058000,-1.470000,2.156000,-0.882000,0.354229,-4.782094,2.101385,-1.551667,2.084031,-0.850099
3,12,49.488207,0.294000,-4.802000,1.862000,-1.568000,2.058000,-0.784000,0.354229,-4.880094,1.905385,-1.649667,1.986031,-0.752099
3,13,49.521611,0.098000,-4.508000,1.960000,-1.666000,2.254000,-0.784000,0.158229,-4.586094,2.003385,-1.747667,2.182031,-0.752099
3,14,49.555061,0.098000,-4.802000,1.960000,-1.372000,2.254000,-0.686000,0.158229,-4.880094,2.003385,-1.453667,2.182031,-0.654099
3,15,49.588468,0.294000,-4.704000,2.058000,-1.470000,2.058000,-0.686000,0.354229,-4.782094,2.101385,-1.551667,1.986031,-0.654099
3,16,49.621857,0.000000,-4.802000,1.960000,-1.470000,2.254000,-0.784000,0.060229,-4.880094,2.003385,-1.551667,2.182031,-0.752099
3,17,49.655285,0.098000,-4.606000,1.764000,-1.568000,2.156000,-0.686000,0.158229,-4.684094,1.807385,-1.649667,2.084031,-0.654099
3,18,49.688705,0.098000,-4.704000,1.960000,-1.470000,2.058000,-0.686000,0.158229,-4.782094,2.003385,-1.551667,1.986031,-0.654099
3,19,49.722095,0.196000,-4.606000,2.058000,-1.470000,2.156000,-0.784000,0.256229,-4.684094,2.101385,-1.551667,2.084031,-0.752099
3,20,49.755539,0.294000,-4.802000,1.960000,-1.372000,2.156000,-0.588000,0.354229,-4.880094,2.003385,-1.453667,2.084031,-0.556099
3,21,49.788997,0.098000,-4.704000,1.960000,-1.568000,1.960000,-0.784000,0.158229,-4.782094,2.003385,-1.649667,1.888031,-0.752099
3,22,49.822401,0.294000,-4.508000,1.666000,-1.470000,2.156000,-0.784000,0.354229,-4.586094,1.709385,-1.551667,2.084031,-0.752099
3,23,49.855797,0.294000,-4.508000,1.764000,-1.470000,2.254000,-0.686000,0.354229,-4.586094,1.807385,-1.551667,2.182031,-0.654099
3,24,49.889223,0.196000,-4.606000,1.764000,-1.666000,2.156000,-0.784000,0.256229,-4.684094,1.807385,-1.747667,2.084031,-0.752099
3,25,49.922622,-0.098000,-4.410000,1.862000,-1.470000,2.254000,-0.784000,-0.037771,-4.488094,1.905385,-1.551667,2.182031,-0.752099
3,26,49.956072,0.000000,-4.606000,1.862000,-1.470000,2.254000,-0.686000,0.060229,-4.684094,1.905385,-1.551667,2.182031,-0.654099
3,27,49.989475,0.196000,-4.704000,1.862000,-1.568000,2.450000,-0.686000,0.256229,-4.782094,1.905385,-1.649667,2.378031,-0.654099
3,28,50.022879,0.294000,-4.606000,1.666000,-1.470000,2.254000,-0.686000,0.354229,-4.684094,1.709385,-1.551667,2.182031,-0.654099
3,29,50.056333,0.196000,-4.704000,1.960000,-1.568000,2.254000,-0.784000,0.256229,-4.782094,2.003385,-1.649667,2.182031,-0.752099
3,30,50.089746,0.196000,-4.606000,2.058000,-1.470000,2.156000,-0.686000,0.256229,-4.684094,2.101385,-1.551667,2.084031,-0.654099
3,31,50.123192,0.196000,-4.704000,1.764000,-1.470000,2.352000,-0.784000,0.256229,-4.782094,1.807385,-1.551667,2.280031,-0.752099
3,32,50.156611,0.098000,-4.802000,1.862000,-1.764000,2.156000,-0.784000,0.158229,-4.880094,1.905385,-1.845667,2.084031,-0.752099
3,33,50.190020,0.098000,-4.704000,1.666000,-1.470000,2.156000,-0.784000,0.158229,-4.782094,1.709385,-1.551667,2.084031,-0.752099
3,34,50.223414,0.196000,-4.606000,1.862000,-1.372000,2.254000,-0.882000,0.256229,-4.684094,1.905385,-1.453667,2.182031,-0.850099
3,35,50.256861,0.196000,-4.606000,1.764000,-1.568000,1.960000,-0.686000,0.256229,-4.684094,1.807385,-1.649667,1.888031,-0.654099
3,36,50.290285,0.098000,-4.704000,1.960000,-1.470000,2.058000,-0.686000,0.158229,-4.782094,2.003385,-1.551667,1.986031,-0.654099
3,37,50.323690,0.196000,-4.410000,1.862000,-1.568000,2.254000,-0.784000,0.256229,-4.488094,1.905385,-1.649667,2.182031,-0.752099
3,38,50.357180,0.098000,-4.606000,1.764000,-1.568000,2.156000,-0.686000,0.158229,-4.684094,1.807385,-1.649667,2.084031,-0.654099
3,39,50.390645,0.098000,-4.704000,1.862000,-1.470000,2.058000,-0.882000,0.158229,-4.782094,1.905385,-1.551667,1.986031,-0.850099
3,40,50.424060,0.000000,-4.704000,1.764000,-1.372000,2.156000,-0.784000,0.060229,-4.782094,1.807385,-1.453667,2.084031,-0.752099
3,41,50.457453,0.098000,-4.508000,1.960000,-1.470000,2.058000,-0.686000,0.158229,-4.586094,2.003385,-1.551667,1.986031,-0.654099
3,42,50.490877,0.392000,-4.508000,1.666000,-1.568000,2.058000,-0.588000,0.452229,-4.586094,1.709385,-1.649667,1.986031,-0.556099
3,43,50.524273,0.196000,-4.704000,1.862000,-1.470000,2.058000,-0.686000,0.256229,-4.782094,1.905385,-1.551667,1.986031,-0.654099
3,44,50.557731,0.000000,-4.606000,1.960000,-1.372000,2.254000,-0.882000,0.060229,-4.684094,2.003385,-1.453667,2.182031,-0.850099
3,45,50.591134,0.196000,-4.704000,1.764000,-1.372000,2.156000,-0.784000,0.256229,-4.782094,1.807385,-1.453667,2.084031,-0.752099
3,46,50.624562,0.196000,-4.704000,1.764000,-1.568000,2.254000,-0.588000,0.256229,-4.782094,1.807385,-1.649667,2.182031,-0.556099
3,47,50.658033,0.196000,-4.606000,1.764000,-1.568000,2.156000,-0.686000,0.256229,-4.684094,1.807385,-1.649667,2.084031,-0.654099
3,48,50.691440,0.000000,-4.508000,1.960000,-1.372000,2.156000,-0.784000,0.060229,-4.586094,2.003385,-1.453667,2.084031,-0.752099
3,49,50.724838,0.392000,-4.508000,1.960000,-1.470000,2.254000,-0.686000,0.452229,-4.586094,2.003385,-1.551667,2.182031,-0.654099
3,50,50.758289,0.196000,-4.410000,1.862000,-1.568000,2.058000,-0.686000,0.256229,-4.488094,1.905385,-1.649667,1.986031,-0.654099
3,51,50.791696,0.098000,-4.312000,1.764000,-1.568000,2.058000,-0.686000,0.158229,-4.390094,1.807385,-1.649667,1.986031,-0.654099
3,52,50.825088,0.196000,-4.508000,1.960000,-1.470000,2.352000,-0.686000,0.256229,-4.586094,2.003385,-1.551667,2.280031,-0.654099
3,53,50.858544,0.196000,-4.704000,1.666000,-1.372000,2.156000,-0.784000,0.256229,-4.782094,1.709385,-1.453667,2.084031,-0.752099
3,54,50.891954,0.196000,-4.704000,1.960000,-1.372000,2.156000,-0.686000,0.256229,-4.782094,2.003385,-1.453667,2.084031,-0.654099
3,55,50.925353,0.196000,-4.802000,2.058000,-1.470000,2.352000,-0.882000,0.256229,-4.880094,2.101385,-1.551667,2.280031,-0.850099
3,56,50.958805,0.196000,-4.802000,1.862000,-1.568000,2.352000,-0.784000,0.256229,-4.880094,1.905385,-1.649667,2.280031,-0.752099
3,57,50.992357,0.196000,-4.508000,1.862000,-1.666000,2.156000,-0.784000,0.256229,-4.586094,1.905385,-1.747667,2.084031,-0.752099
3,58,51.025786,0.294000,-4.704000,1.862000,-1.372000,2.156000,-0.588000,0.354229,-4.782094,1.905385,-1.453667,2.084031,-0.556099
3,59,51.059267,0.196000,-4.508000,1.862000,-1.372000,2.254000,-0.784000,0.256229,-4.586094,1.905385,-1.453667,2.182031,-0.752099
3,60,51.092676,0.196000,-4.704000,1.862000,-1.470000,2.254000,-0.686000,0.256229,-4.782094,1.905385,-1.551667,2.182031,-0.654099
3,61,51.126073,0.098000,-4.508000,1.666000,-1.372000,2.156000,-0.784000,0.158229,-4.586094,1.709385,-1.453667,2.084031,-0.752099
3,62,51.159564,0.098000,-4.704000,1.960000,-1.470000,2.254000,-0.784000,0.158229,-4.782094,2.003385,-1.551667,2.182031,-0.752099
3,63,51.192974,0.294000,-4.606000,1.862000,-1.372000,2.254000,-0.882000,0.354229,-4.684094,1.905385,-1.453667,2.182031,-0.850099
3,64,51.226367,0.098000,-4.802000,2.058000,-1.372000,2.058000,-0.784000,0.158229,-4.880094,2.101385,-1.453667,1.986031,-0.752099
3,65,51.259829,0.196000,-4.704000,1.764000,-1.568000,2.058000,-0.784000,0.256229,-4.782094,1.807385,-1.649667,1.986031,-0.752099
3,66,51.293265,0.196000,-4.508000,1.862000,-1.274000,2.156000,-0.784000,0.256229,-4.586094,1.905385,-1.355667,2.084031,-0.752099
3,67,51.326695,0.294000,-4.508000,1.960000,-1.470000,2.156000,-0.784000,0.354229,-4.586094,2.003385,-1.551667,2.084031,-0.752099
3,68,51.360163,0.392000,-4.704000,1.960000,-1.568000,2.352000,-0.784000,0.452229,-4.782094,2.003385,-1.649667,2.280031,-0.752099
3,69,51.393593,0.098000,-4.900000,1.862000,-1.470000,2.156000,-0.686000,0.158229,-4.978094,1.905385,-1.551667,2.084031,-0.654099
3,70,51.427035,0.000000,-4.802000,1.862000,-1.568000,2.058000,-0.686000,0.060229,-4.880094,1.905385,-1.649667,1.986031,-0.654099
3,71,51.460452,0.196000,-4.704000,1.862000,-1.274000,2.156000,-0.784000,0.256229,-4.782094,1.905385,-1.355667,2.084031,-0.752099
3,72,51.493849,0.294000,-4.508000,2.058000,-1.470000,2.254000,-0.784000,0.354229,-4.586094,2.101385,-1.551667,2.182031,-0.752099
3,73,51.527250,0.294000,-4.704000,1.862000,-1.372000,2.156000,-0.784000,0.354229,-4.782094,1.905385,-1.453667,2.084031,-0.752099
3,74,51.560663,0.196000,-4.704000,1.960000,-1.470000,2.254000,-0.686000,0.256229,-4.782094,2.003385,-1.551667,2.182031,-0.654099
3,75,51.594106,0.588000,-4.606000,1.862000,-1.568000,2.058000,-0.784000,0.648229,-4.684094,1.905385,-1.649667,1.986031,-0.752099
3,76,51.627547,0.098000,-4.410000,1.666000,-1.372000,2.156000,-0.686000,0.158229,-4.488094,1.709385,-1.453667,2.084031,-0.654099
3,77,51.660950,0.294000,-4.606000,1.666000,-1.470000,2.450000,-0.784000,0.354229,-4.684094,1.709385,-1.551667,2.378031,-0.752099
3,78,51.694340,0.098000,-4.704000,1.862000,-1.372000,2.156000,-0.980000,0.158229,-4.782094,1.905385,-1.453667,2.084031,-0.948099
3,79,51.727735,0.392000,-4.606000,1.666000,-1.372000,2.156000,-0.784000,0.452229,-4.684094,1.709385,-1.453667,2.084031,-0.752099
3,80,51.761154,0.294000,-4.704000,1.862000,-1.568000,2.058000,-0.882000,0.354229,-4.782094,1.905385,-1.649667,1.986031,-0.850099
3,81,51.794553,0.098000,-4.508000,2.058000,-1.470000,2.156000,-0.686000,0.158229,-4.586094,2.101385,-1.551667,2.084031,-0.654099
3,82,51.827947,0.196000,-4.802000,1.568000,-1.470000,2.058000,-0.686000,0.256229,-4.880094,1.611385,-1.551667,1.986031,-0.654099
3,83,51.861338,0.000000,-4.410000,1.960000,-1.470000,2.254000,-0.784000,0.060229,-4.488094,2.003385,-1.551667,2.182031,-0.752099
3,84,51.894728,0.196000,-4.704000,1.764000,-1.470000,2.352000,-0.784000,0.256229,-4.782094,1.807385,-1.551667,2.280031,-0.752099
3,85,51.928123,0.196000,-4.704000,1.960000,-1.568000,2.254000,-0.686000,0.256229,-4.782094,2.003385,-1.649667,2.182031,-0.654099
3,86,51.961512,0.196000,-4.508000,1.960000,-1.372000,2.254000,-0.784000,0.256229,-4.586094,2.003385,-1.453667,2.182031,-0.752099
3,87,51.994909,0.294000,-4.606000,1.960000,-1.372000,2.450000,-0.686000,0.354229,-4.684094,2.003385,-1.453667,2.378031,-0.654099
3,88,52.028304,0.196000,-4.802000,1.764000,-1.372000,2.156000,-0.784000,0.256229,-4.880094,1.807385,-1.453667,2.084031,-0.752099
3,89,52.061692,0.490000,-4.508000,1.960000,-1.470000,2.156000,-0.784000,0.550229,-4.586094,2.003385,-1.551667,2.084031,-0.752099
3,90,52.095109,0.098000,-4.410000,1.960000,-1.274000,2.352000,-0.784000,0.158229,-4.488094,2.003385,-1.355667,2.280031,-0.752099
3,91,52.128513,0.294000,-4.704000,1.862000,-1.372000,2.254000,-0.686000,0.354229,-4.782094,1.905385,-1.453667,2.182031,-0.654099
3,92,52.161899,0.098000,-4.704000,1.666000,-1.470000,1.960000,-0.784000,0.158229,-4.782094,1.709385,-1.551667,1.888031,-0.752099
3,93,52.195374,0.196000,-4.802000,2.058000,-1.666000,2.352000,-0.686000,0.256229,-4.880094,2.101385,-1.747667,2.280031,-0.654099
3,94,52.228807,0.196000,-4.410000,1.862000,-1.274000,1.960000,-0.686000,0.256229,-4.488094,1.905385,-1.355667,1.888031,-0.654099
3,95,52.262245,0.196000,-4.312000,1.960000,-1.470000,2.254000,-0.686000,0.256229,-4.390094,2.003385,-1.551667,2.182031,-0.654099
3,96,52.295664,0.098000,-4.704000,1.862000,-1.372000,2.156000,-0.784000,0.158229,-4.782094,1.905385,-1.453667,2.084031,-0.752099
3,97,52.329067,0.294000,-4.802000,1.960000,-1.274000,2.156000,-0.784000,0.354229,-4.880094,2.003385,-1.355667,2.084031,-0.752099
3,98,52.362448,0.098000,-4.704000,1.862000,-1.274000,2.254000,-0.686000,0.158229,-4.782094,1.905385,-1.355667,2.182031,-0.654099
3,99,52.395841,0.000000,-4.802000,1.862000,-1.372000,2.352000,-0.980000,0.060229,-4.880094,1.905385,-1.453667,2.280031,-0.948099
3,100,52.429263,0.294000,-4.802000,1.862000,-1.568000,2.156000,-0.588000,0.354229,-4.880094,1.905385,-1.649667,2.084031,-0.556099
3,101,52.462655,0.098000,-4.606000,2.058000,-1.372000,2.254000,-0.784000,0.158229,-4.684094,2.101385,-1.453667,2.182031,-0.752099
3,102,52.496075,0.196000,-4.410000,1.862000,-1.372000,2.254000,-0.784000,0.256229,-4.488094,1.905385,-1.453667,2.182031,-0.752099
3,103,52.529538,0.294000,-4.606000,1.960000,-1.470000,2.254000,-0.784000,0.354229,-4.684094,2.003385,-1.551667,2.182031,-0.752099
3,104,52.562980,0.196000,-4.606000,1.862000,-1.372000,2.254000,-0.882000,0.256229,-4.684094,1.905385,-1.453667,2.182031,-0.850099
3,105,52.596399,0.294000,-4.410000,1.764000,-1.666000,2.352000,-0.784000,0.354229,-4.488094,1.807385,-1.747667,2.280031,-0.752099
3,106,52.629837,0.098000,-4.606000,1.764000,-1.470000,2.058000,-0.784000,0.158229,-4.684094,1.807385,-1.551667,1.986031,-0.752099
3,107,52.663259,0.392000,-4.410000,2.058000,-1.274000,2.156000,-0.686000,0.452229,-4.488094,2.101385,-1.355667,2.084031,-0.654099
3,108,52.696720,0.196000,-4.508000,1.960000,-1.470000,2.156000,-0.882000,0.256229,-4.586094,2.003385,-1.551667,2.084031,-0.850099
3,109,52.730159,0.196000,-4.704000,1.960000,-1.470000,2.156000,-0.784000,0.256229,-4.782094,2.003385,-1.551667,2.084031,-0.752099
3,110,52.763553,0.294000,-4.508000,1.764000,-1.568000,2.254000,-0.686000,0.354229,-4.586094,1.807385,-1.649667,2.182031,-0.654099
3,111,52.797034,0.000000,-4.704000,1.862000,-1.470000,2.058000,-0.882000,0.060229,-4.782094,1.905385,-1.551667,1.986031,-0.850099
3,112,52.830463,0.294000,-4.704000,1.862000,-1.274000,2.156000,-0.686000,0.354229,-4.782094,1.905385,-1.355667,2.084031,-0.654099
3,113,52.863864,0.294000,-4.704000,1.764000,-1.470000,2.156000,-0.784000,0.354229,-4.782094,1.807385,-1.551667,2.084031,-0.752099
3,114,52.897286,0.098000,-4.606000,1.862000,-1.666000,2.352000,-0.882000,0.158229,-4.684094,1.905385,-1.747667,2.280031,-0.850099
3,115,52.930693,0.098000,-4.606000,1.862000,-1.470000,2.156000,-0.882000,0.158229,-4.684094,1.905385,-1.551667,2.084031,-0.850099
3,116,52.964084,0.196000,-4.508000,1.764000,-1.666000,2.156000,-0.784000,0.256229,-4.586094,1.807385,-1.747667,2.084031,-0.752099
3,117,52.997473,0.098000,-4.704000,1.960000,-1.666000,2.156000,-0.686000,0.158229,-4.782094,2.003385,-1.747667,2.084031,-0.654099
3,118,53.030862,0.294000,-4.508000,1.960000,-1.568000,2.058000,-0.686000,0.354229,-4.586094,2.003385,-1.649667,1.986031,-0.654099
3,119,53.064253,0.294000,-4.606000,1.862000,-1.274000,2.156000,-0.980000,0.354229,-4.684094,1.905385,-1.355667,2.084031,-0.948099
3,120,53.097800,0.392000,-4.508000,1.960000,-1.372000,2.254000,-0.882000,0.452229,-4.586094,2.003385,-1.453667,2.182031,-0.850099
3,121,53.131399,0.196000,-4.606000,1.764000,-1.470000,2.156000,-0.686000,0.256229,-4.684094,1.807385,-1.551667,2.084031,-0.654099
3,122,53.164784,0.294000,-4.802000,1.862000,-1.372000,2.352000,-0.588000,0.354229,-4.880094,1.905385,-1.453667,2.280031,-0.556099
3,123,53.198151,0.196000,-4.508000,1.862000,-1.470000,2.254000,-0.784000,0.256229,-4.586094,1.905385,-1.551667,2.182031,-0.752099
3,124,53.231573,0.392000,-4.508000,1.666000,-1.470000,2.254000,-0.686000,0.452229,-4.586094,1.709385,-1.551667,2.182031,-0.654099
3,125,53.264983,0.294000,-4.802000,1.764000,-1.568000,2.352000,-0.490000,0.354229,-4.880094,1.807385,-1.649667,2.280031,-0.458099
3,126,53.298400,0.098000,-4.508000,1.862000,-1.274000,2.156000,-0.882000,0.158229,-4.586094,1.905385,-1.355667,2.084031,-0.850099
3,127,53.331947,0.098000,-4.704000,2.058000,-1.470000,2.254000,-0.686000,0.158229,-4.782094,2.101385,-1.551667,2.182031,-0.654099
4,0,57.766396,0.294000,-4.704000,1.960000,-1.470000,2.156000,-0.784000,0.354229,-4.782094,2.003385,-1.551667,2.084031,-0.752099
4,1,57.800009,0.000000,-4.606000,1.960000,-1.274000,2.254000,-0.784000,0.060229,-4.684094,2.003385,-1.355667,2.182031,-0.752099
4,2,57.833537,0.294000,-4.802000,1.862000,-1.470000,2.254000,-0.784000,0.354229,-4.880094,1.905385,-1.551667,2.182031,-0.752099
4,3,57.866970,0.196000,-4.704000,1.862000,-1.470000,2.254000,-0.784000,0.256229,-4.782094,1.905385,-1.551667,2.182031,-0.752099
4,4,57.900399,0.294000,-4.704000,1.862000,-1.372000,2.156000,-0.784000,0.354229,-4.782094,1.905385,-1.453667,2.084031,-0.752099
4,5,57.933795,0.294000,-4.606000,1.764000,-1.470000,2.254000,-0.784000,0.354229,-4.684094,1.807385,-1.551667,2.182031,-0.752099
4,6,57.967187,0.294000,-4.508000,1.862000,-1.568000,2.254000,-0.686000,0.354229,-4.586094,1.905385,-1.649667,2.182031,-0.654099
4,7,58.000581,0.196000,-4.802000,1.862000,-1.470000,2.352000,-0.784000,0.256229,-4.880094,1.905385,-1.551667,2.280031,-0.752099
4,8,58.033966,0.294000,-4.802000,1.862000,-1.372000,2.156000,-0.784000,0.354229,-4.880094,1.905385,-1.453667,2.084031,-0.752099
4,9,58.067356,0.588000,-4.606000,1.764000,-1.470000,2.548000,-0.980000,0.648229,-4.684094,1.807385,-1.551667,2.476031,-0.948099
4,10,58.100890,0.294000,-4.606000,1.764000,-1.568000,2.352000,-0.882000,0.354229,-4.684094,1.807385,-1.649667,2.280031,-0.850099
4,11,58.134390,0.098000,-4.704000,1.764000,-1.666000,2.058000,-0.490000,0.158229,-4.782094,1.807385,-1.747667,1.986031,-0.458099
4,12,58.167795,-0.098000,-4.606000,1.764000,-1.274000,2.254000,-0.784000,-0.037771,-4.684094,1.807385,-1.355667,2.182031,-0.752099
4,13,58.201267,0.098000,-4.802000,1.862000,-1.470000,2.156000,-0.882000,0.158229,-4.880094,1.905385,-1.551667,2.084031,-0.850099
4,14,58.234685,0.000000,-4.606000,1.960000,-1.568000,2.058000,-0.784000,0.060229,-4.684094,2.003385,-1.649667,1.986031,-0.752099
4,15,58.268101,0.196000,-4.704000,1.666000,-1.470000,2.058000,-0.784000,0.256229,-4.782094,1.709385,-1.551667,1.986031,-0.752099
4,16,58.301511,0.196000,-4.704000,1.666000,-1.568000,2.156000,-0.882000,0.256229,-4.782094,1.709385,-1.649667,2.084031,-0.850099
4,17,58.334928,0.098000,-4.704000,2.058000,-1.470000,2.254000,-0.686000,0.158229,-4.782094,2.101385,-1.551667,2.182031,-0.654099
4,18,58.368325,0.196000,-4.606000,1.862000,-1.568000,2.254000,-0.784000,0.256229,-4.684094,1.905385,-1.649667,2.182031,-0.752099
4,19,58.401780,0.000000,-4.606000,1.960000,-1.568000,2.156000,-0.686000,0.060229,-4.684094,2.003385,-1.649667,2.084031,-0.654099
4,20,58.435194,0.196000,-4.802000,1.568000,-1.470000,2.058000,-0.784000,0.256229,-4.880094,1.611385,-1.551667,1.986031,-0.752099
4,21,58.468586,0.098000,-4.802000,1.862000,-1.470000,2.058000,-0.686000,0.158229,-4.880094,1.905385,-1.551667,1.986031,-0.654099
4,22,58.501983,0.196000,-4.508000,1.862000,-1.470000,2.352000,-0.784000,0.256229,-4.586094,1.905385,-1.551667,2.280031,-0.752099
4,23,58.535375,0.196000,-4.606000,1.862000,-1.372000,2.156000,-0.784000,0.256229,-4.684094,1.905385,-1.453667,2.084031,-0.752099
4,24,58.568793,0.294000,-4.802000,1.862000,-1.470000,2.156000,-0.686000,0.354229,-4.880094,1.905385,-1.551667,2.084031,-0.654099
4,25,58.602180,0.000000,-4.606000,1.960000,-1.470000,2.254000,-0.686000,0.060229,-4.684094,2.003385,-1.551667,2.182031,-0.654099
4,26,58.635572,0.098000,-4.508000,1.960000,-1.568000,2.254000,-0.882000,0.158229,-4.586094,2.003385,-1.649667,2.182031,-0.850099
4,27,58.668963,0.294000,-4.410000,1.764000,-1.372000,2.450000,-0.882000,0.354229,-4.488094,1.807385,-1.453667,2.378031,-0.850099
4,28,58.702357,0.294000,-4.704000,1.666000,-1.372000,2.156000,-0.882000,0.354229,-4.782094,1.709385,-1.453667,2.084031,-0.850099
4,29,58.735772,0.196000,-4.606000,1.960000,-1.470000,2.156000,-0.588000,0.256229,-4.684094,2.003385,-1.551667,2.084031,-0.556099
4,30,58.769166,0.098000,-4.410000,1.764000,-1.764000,2.156000,-0.784000,0.158229,-4.488094,1.807385,-1.845667,2.084031,-0.752099
4,31,58.802622,0.196000,-4.606000,1.862000,-1.666000,2.352000,-0.784000,0.256229,-4.684094,1.905385,-1.747667,2.280031,-0.752099
4,32,58.836043,-0.098000,-4.704000,1.862000,-1.372000,2.156000,-0.882000,-0.037771,-4.782094,1.905385,-1.453667,2.084031,-0.850099
