trial,sample,elapsed_s,S1_Bx_raw_mT,S1_By_raw_mT,S1_Bz_raw_mT,S2_Bx_raw_mT,S2_By_raw_mT,S2_Bz_raw_mT,S1_Bx_corrected_mT,S1_By_corrected_mT,S1_Bz_corrected_mT,S2_Bx_corrected_mT,S2_By_corrected_mT,S2_Bz_corrected_mT
1,49,26.898679,0.196000,-4.802000,1.666000,-1.568000,2.254000,-0.686000,0.256229,-4.880094,1.709385,-1.649667,2.182031,-0.654099
1,50,26.932105,0.000000,-4.606000,1.862000,-1.470000,2.352000,-0.686000,0.060229,-4.684094,1.905385,-1.551667,2.280031,-0.654099
1,51,26.965497,0.098000,-4.606000,1.666000,-1.470000,2.058000,-0.784000,0.158229,-4.684094,1.709385,-1.551667,1.986031,-0.752099
1,52,26.998968,0.098000,-4.606000,1.862000,-1.372000,2.352000,-0.882000,0.158229,-4.684094,1.905385,-1.453667,2.280031,-0.850099
1,53,27.032410,0.490000,-4.802000,1.862000,-1.470000,2.156000,-0.784000,0.550229,-4.880094,1.905385,-1.551667,2.084031,-0.752099
1,54,27.065812,0.098000,-4.606000,1.862000,-1.274000,2.156000,-0.882000,0.158229,-4.684094,1.905385,-1.355667,2.084031,-0.850099
1,55,27.099201,0.196000,-4.802000,1.862000,-1.470000,2.156000,-0.784000,0.256229,-4.880094,1.905385,-1.551667,2.084031,-0.752099
1,56,27.132622,-0.294000,-4.606000,1.764000,-1.568000,2.254000,-0.784000,-0.233771,-4.684094,1.807385,-1.649667,2.182031,-0.752099
1,57,27.166011,0.098000,-4.704000,1.862000,-1.372000,2.156000,-0.980000,0.158229,-4.782094,1.905385,-1.453667,2.084031,-0.948099
1,58,27.199403,0.196000,-4.508000,1.862000,-1.372000,2.254000,-0.784000,0.256229,-4.586094,1.905385,-1.453667,2.182031,-0.752099
1,59,27.232825,0.196000,-4.508000,1.862000,-1.372000,2.352000,-0.784000,0.256229,-4.586094,1.905385,-1.453667,2.280031,-0.752099
1,60,27.266280,0.196000,-4.802000,1.862000,-1.666000,2.156000,-0.784000,0.256229,-4.880094,1.905385,-1.747667,2.084031,-0.752099
1,61,27.299688,0.196000,-4.704000,1.862000,-1.372000,2.254000,-0.686000,0.256229,-4.782094,1.905385,-1.453667,2.182031,-0.654099
1,62,27.333107,0.098000,-4.704000,1.862000,-1.274000,2.254000,-0.686000,0.158229,-4.782094,1.905385,-1.355667,2.182031,-0.654099
1,63,27.366498,0.490000,-4.508000,1.862000,-1.470000,2.156000,-0.784000,0.550229,-4.586094,1.905385,-1.551667,2.084031,-0.752099
1,64,27.399892,0.196000,-4.802000,1.862000,-1.372000,2.156000,-0.686000,0.256229,-4.880094,1.905385,-1.453667,2.084031,-0.654099
1,65,27.433306,0.098000,-4.606000,1.862000,-1.568000,2.058000,-0.882000,0.158229,-4.684094,1.905385,-1.649667,1.986031,-0.850099
1,66,27.466703,0.098000,-4.606000,1.862000,-1.372000,2.254000,-0.686000,0.158229,-4.684094,1.905385,-1.453667,2.182031,-0.654099
1,67,27.500094,-0.098000,-4.508000,1.764000,-1.568000,2.352000,-0.686000,-0.037771,-4.586094,1.807385,-1.649667,2.280031,-0.654099
1,68,27.533512,0.000000,-4.802000,1.862000,-1.470000,2.254000,-0.686000,0.060229,-4.880094,1.905385,-1.551667,2.182031,-0.654099
1,69,27.566909,0.392000,-4.508000,1.666000,-1.470000,2.254000,-0.686000,0.452229,-4.586094,1.709385,-1.551667,2.182031,-0.654099
1,70,27.600363,0.098000,-4.508000,1.960000,-1.372000,2.156000,-0.882000,0.158229,-4.586094,2.003385,-1.453667,2.084031,-0.850099
1,71,27.633804,0.000000,-4.606000,1.764000,-1.470000,2.254000,-0.784000,0.060229,-4.684094,1.807385,-1.551667,2.182031,-0.752099
1,72,27.667206,0.098000,-4.704000,1.862000,-1.470000,2.254000,-0.686000,0.158229,-4.782094,1.905385,-1.551667,2.182031,-0.654099
1,73,27.700596,0.196000,-4.606000,2.058000,-1.470000,2.254000,-0.686000,0.256229,-4.684094,2.101385,-1.551667,2.182031,-0.654099
1,74,27.734014,0.196000,-4.606000,1.764000,-1.274000,2.254000,-0.686000,0.256229,-4.684094,1.807385,-1.355667,2.182031,-0.654099
1,75,27.767442,0.294000,-4.410000,2.058000,-1.666000,2.058000,-0.882000,0.354229,-4.488094,2.101385,-1.747667,1.986031,-0.850099
1,76,27.800837,0.392000,-4.606000,1.764000,-1.470000,2.156000,-0.686000,0.452229,-4.684094,1.807385,-1.551667,2.084031,-0.654099
1,77,27.834246,0.098000,-4.606000,1.764000,-1.470000,2.156000,-0.784000,0.158229,-4.684094,1.807385,-1.551667,2.084031,-0.752099
1,78,27.867647,0.392000,-4.508000,1.666000,-1.372000,2.254000,-0.784000,0.452229,-4.586094,1.709385,-1.453667,2.182031,-0.752099
1,79,27.901036,0.294000,-4.606000,1.764000,-1.372000,2.156000,-0.686000,0.354229,-4.684094,1.807385,-1.453667,2.084031,-0.654099
1,80,27.934447,0.196000,-4.606000,1.764000,-1.470000,2.156000,-0.686000,0.256229,-4.684094,1.807385,-1.551667,2.084031,-0.654099
1,81,27.967846,0.196000,-4.508000,1.862000,-1.470000,2.156000,-0.784000,0.256229,-4.586094,1.905385,-1.551667,2.084031,-0.752099
1,82,28.001230,0.000000,-4.606000,1.764000,-1.568000,2.254000,-0.784000,0.060229,-4.684094,1.807385,-1.649667,2.182031,-0.752099
1,83,28.034649,0.098000,-4.508000,1.862000,-1.470000,2.156000,-0.882000,0.158229,-4.586094,1.905385,-1.551667,2.084031,-0.850099
1,84,28.068100,0.490000,-4.704000,1.666000,-1.372000,2.058000,-0.686000,0.550229,-4.782094,1.709385,-1.453667,1.986031,-0.654099
1,85,28.101491,0.392000,-4.410000,1.862000,-1.470000,2.156000,-0.686000,0.452229,-4.488094,1.905385,-1.551667,2.084031,-0.654099
1,86,28.134907,0.392000,-4.802000,1.764000,-1.372000,2.352000,-0.686000,0.452229,-4.880094,1.807385,-1.453667,2.280031,-0.654099
1,87,28.168307,0.098000,-4.704000,1.862000,-1.568000,2.156000,-0.686000,0.158229,-4.782094,1.905385,-1.649667,2.084031,-0.654099
1,88,28.201757,0.196000,-4.606000,2.058000,-1.568000,2.156000,-0.686000,0.256229,-4.684094,2.101385,-1.649667,2.084031,-0.654099
1,89,28.235190,0.196000,-4.508000,1.862000,-1.372000,2.156000,-0.784000,0.256229,-4.586094,1.905385,-1.453667,2.084031,-0.752099
1,90,28.268681,0.196000,-4.606000,1.960000,-1.372000,2.254000,-0.784000,0.256229,-4.684094,2.003385,-1.453667,2.182031,-0.752099
1,91,28.302076,0.294000,-4.508000,1.862000,-1.470000,2.156000,-0.784000,0.354229,-4.586094,1.905385,-1.551667,2.084031,-0.752099
1,92,28.335530,0.000000,-4.508000,1.764000,-1.568000,2.058000,-0.686000,0.060229,-4.586094,1.807385,-1.649667,1.986031,-0.654099
1,93,28.368934,0.196000,-4.606000,1.960000,-1.470000,2.156000,-0.784000,0.256229,-4.684094,2.003385,-1.551667,2.084031,-0.752099
1,94,28.402322,0.098000,-4.606000,1.764000,-1.568000,2.254000,-0.784000,0.158229,-4.684094,1.807385,-1.649667,2.182031,-0.752099
1,95,28.435739,0.196000,-4.606000,1.764000,-1.568000,2.254000,-0.784000,0.256229,-4.684094,1.807385,-1.649667,2.182031,-0.752099
1,96,28.469130,0.000000,-4.704000,2.058000,-1.274000,2.156000,-0.784000,0.060229,-4.782094,2.101385,-1.355667,2.084031,-0.752099
1,97,28.502513,0.196000,-4.606000,1.960000,-1.470000,2.352000,-0.784000,0.256229,-4.684094,2.003385,-1.551667,2.280031,-0.752099
1,98,28.535933,0.196000,-4.704000,1.960000,-1.470000,2.450000,-0.784000,0.256229,-4.782094,2.003385,-1.551667,2.378031,-0.752099
1,99,28.569327,0.392000,-4.704000,1.960000,-1.372000,2.156000,-0.882000,0.452229,-4.782094,2.003385,-1.453667,2.084031,-0.850099
1,100,28.602719,0.196000,-4.410000,1.666000,-1.568000,2.156000,-0.686000,0.256229,-4.488094,1.709385,-1.649667,2.084031,-0.654099
1,101,28.636131,0.098000,-4.508000,1.862000,-1.568000,2.156000,-0.784000,0.158229,-4.586094,1.905385,-1.649667,2.084031,-0.752099
1,102,28.669527,0.000000,-4.704000,2.058000,-1.470000,2.156000,-0.882000,0.060229,-4.782094,2.101385,-1.551667,2.084031,-0.850099
1,103,28.702919,0.098000,-4.312000,1.764000,-1.470000,2.156000,-0.882000,0.158229,-4.390094,1.807385,-1.551667,2.084031,-0.850099
1,104,28.736344,0.294000,-4.606000,1.666000,-1.372000,2.156000,-0.980000,0.354229,-4.684094,1.709385,-1.453667,2.084031,-0.948099
1,105,28.769755,0.098000,-4.704000,1.960000,-1.470000,2.156000,-0.882000,0.158229,-4.782094,2.003385,-1.551667,2.084031,-0.850099
1,106,28.803231,0.196000,-4.508000,1.862000,-1.470000,2.254000,-0.882000,0.256229,-4.586094,1.905385,-1.551667,2.182031,-0.850099
1,107,28.836690,0.294000,-4.802000,1.862000,-1.666000,2.058000,-0.784000,0.354229,-4.880094,1.905385,-1.747667,1.986031,-0.752099
1,108,28.870080,0.000000,-4.900000,1.764000,-1.372000,2.156000,-0.686000,0.060229,-4.978094,1.807385,-1.453667,2.084031,-0.654099
1,109,28.903475,0.196000,-4.508000,1.960000,-1.666000,2.156000,-0.784000,0.256229,-4.586094,2.003385,-1.747667,2.084031,-0.752099
1,110,28.936893,0.392000,-4.704000,1.666000,-1.470000,2.352000,-0.784000,0.452229,-4.782094,1.709385,-1.551667,2.280031,-0.752099
1,111,28.970281,0.196000,-4.410000,1.862000,-1.470000,2.254000,-0.784000,0.256229,-4.488094,1.905385,-1.551667,2.182031,-0.752099
1,112,29.003671,0.196000,-4.606000,1.862000,-1.372000,2.156000,-0.784000,0.256229,-4.684094,1.905385,-1.453667,2.084031,-0.752099
1,113,29.037091,0.294000,-4.606000,2.058000,-1.372000,2.156000,-0.784000,0.354229,-4.684094,2.101385,-1.453667,2.084031,-0.752099
1,114,29.070482,0.098000,-4.508000,1.764000,-1.372000,2.156000,-0.882000,0.158229,-4.586094,1.807385,-1.453667,2.084031,-0.850099
1,115,29.103876,0.196000,-4.802000,1.960000,-1.470000,2.156000,-0.686000,0.256229,-4.880094,2.003385,-1.551667,2.084031,-0.654099
1,116,29.137295,0.196000,-4.410000,1.666000,-1.568000,2.156000,-0.882000,0.256229,-4.488094,1.709385,-1.649667,2.084031,-0.850099
1,117,29.170692,-0.098000,-4.606000,1.764000,-1.470000,2.058000,-0.784000,-0.037771,-4.684094,1.807385,-1.551667,1.986031,-0.752099
1,118,29.204094,0.392000,-4.410000,1.862000,-1.568000,2.254000,-0.686000,0.452229,-4.488094,1.905385,-1.649667,2.182031,-0.654099
1,119,29.237508,0.196000,-4.606000,1.764000,-1.470000,2.254000,-0.686000,0.256229,-4.684094,1.807385,-1.551667,2.182031,-0.654099
1,120,29.270944,0.392000,-4.704000,2.058000,-1.470000,2.156000,-0.686000,0.452229,-4.782094,2.101385,-1.551667,2.084031,-0.654099
1,121,29.304349,0.196000,-4.508000,1.862000,-1.470000,2.156000,-0.784000,0.256229,-4.586094,1.905385,-1.551667,2.084031,-0.752099
1,122,29.337775,0.196000,-4.606000,1.862000,-1.568000,2.156000,-0.882000,0.256229,-4.684094,1.905385,-1.649667,2.084031,-0.850099
1,123,29.371192,0.098000,-4.606000,1.764000,-1.372000,2.450000,-0.686000,0.158229,-4.684094,1.807385,-1.453667,2.378031,-0.654099
1,124,29.404647,0.098000,-4.704000,1.960000,-1.568000,2.156000,-0.784000,0.158229,-4.782094,2.003385,-1.649667,2.084031,-0.752099
1,125,29.438068,0.098000,-4.410000,1.764000,-1.372000,2.450000,-0.784000,0.158229,-4.488094,1.807385,-1.453667,2.378031,-0.752099
1,126,29.471477,0.294000,-4.508000,1.666000,-1.274000,2.254000,-0.882000,0.354229,-4.586094,1.709385,-1.355667,2.182031,-0.850099
1,127,29.504896,0.000000,-4.410000,1.862000,-1.470000,1.960000,-0.784000,0.060229,-4.488094,1.905385,-1.551667,1.888031,-0.752099
2,0,36.677896,0.098000,-4.410000,1.764000,-1.568000,2.058000,-0.980000,0.158229,-4.488094,1.807385,-1.649667,1.986031,-0.948099
2,1,36.711825,0.196000,-4.704000,1.862000,-1.372000,2.254000,-0.882000,0.256229,-4.782094,1.905385,-1.453667,2.182031,-0.850099
2,2,36.745402,0.098000,-4.704000,1.568000,-1.470000,2.156000,-0.784000,0.158229,-4.782094,1.611385,-1.551667,2.084031,-0.752099
2,3,36.778850,0.098000,-4.704000,1.960000,-1.568000,2.254000,-0.686000,0.158229,-4.782094,2.003385,-1.649667,2.182031,-0.654099
2,4,36.812272,0.098000,-4.704000,1.862000,-1.470000,2.254000,-0.784000,0.158229,-4.782094,1.905385,-1.551667,2.182031,-0.752099
2,5,36.845705,0.294000,-4.704000,1.960000,-1.372000,2.058000,-0.490000,0.354229,-4.782094,2.003385,-1.453667,1.986031,-0.458099
2,6,36.879107,0.000000,-4.508000,1.862000,-1.372000,2.058000,-0.784000,0.060229,-4.586094,1.905385,-1.453667,1.986031,-0.752099
2,7,36.912513,0.098000,-4.606000,1.960000,-1.372000,2.352000,-0.784000,0.158229,-4.684094,2.003385,-1.453667,2.280031,-0.752099
2,8,36.945935,0.196000,-4.606000,2.058000,-1.372000,2.156000,-0.686000,0.256229,-4.684094,2.101385,-1.453667,2.084031,-0.654099
2,9,36.979333,0.196000,-4.508000,1.862000,-1.568000,2.156000,-0.686000,0.256229,-4.586094,1.905385,-1.649667,2.084031,-0.654099
2,10,37.012725,0.000000,-4.508000,1.764000,-1.470000,2.352000,-0.686000,0.060229,-4.586094,1.807385,-1.551667,2.280031,-0.654099
2,11,37.046144,0.294000,-4.606000,1.960000,-1.470000,2.254000,-0.784000,0.354229,-4.684094,2.003385,-1.551667,2.182031,-0.752099
2,12,37.079546,0.098000,-4.606000,1.666000,-1.470000,2.058000,-0.784000,0.158229,-4.684094,1.709385,-1.551667,1.986031,-0.752099
2,13,37.112943,0.098000,-4.704000,1.960000,-1.470000,2.156000,-0.784000,0.158229,-4.782094,2.003385,-1.551667,2.084031,-0.752099
2,14,37.146362,0.196000,-4.606000,1.666000,-1.372000,2.156000,-0.686000,0.256229,-4.684094,1.709385,-1.453667,2.084031,-0.654099
2,15,37.179774,0.294000,-4.802000,2.058000,-1.274000,2.156000,-0.882000,0.354229,-4.880094,2.101385,-1.355667,2.084031,-0.850099
2,16,37.213204,0.294000,-4.508000,1.862000,-1.372000,2.352000,-0.784000,0.354229,-4.586094,1.905385,-1.453667,2.280031,-0.752099
2,17,37.246663,0.294000,-4.704000,1.764000,-1.470000,2.254000,-0.784000,0.354229,-4.782094,1.807385,-1.551667,2.182031,-0.752099
2,18,37.280089,0.294000,-4.410000,1.764000,-1.372000,2.156000,-0.784000,0.354229,-4.488094,1.807385,-1.453667,2.084031,-0.752099
2,19,37.313493,0.294000,-4.802000,1.960000,-1.470000,2.254000,-0.686000,0.354229,-4.880094,2.003385,-1.551667,2.182031,-0.654099
2,20,37.346925,0.098000,-4.312000,1.960000,-1.470000,2.254000,-0.686000,0.158229,-4.390094,2.003385,-1.551667,2.182031,-0.654099
2,21,37.380322,0.686000,-4.508000,1.862000,-1.372000,2.254000,-0.882000,0.746229,-4.586094,1.905385,-1.453667,2.182031,-0.850099
2,22,37.413721,0.000000,-4.704000,1.862000,-1.666000,2.156000,-0.686000,0.060229,-4.782094,1.905385,-1.747667,2.084031,-0.654099
2,23,37.447150,0.294000,-4.508000,1.862000,-1.568000,2.254000,-0.686000,0.354229,-4.586094,1.905385,-1.649667,2.182031,-0.654099
2,24,37.480551,0.294000,-4.704000,1.764000,-1.274000,2.254000,-0.882000,0.354229,-4.782094,1.807385,-1.355667,2.182031,-0.850099
2,25,37.513944,0.098000,-4.606000,1.960000,-1.470000,2.254000,-0.686000,0.158229,-4.684094,2.003385,-1.551667,2.182031,-0.654099
2,26,37.547369,0.490000,-4.606000,1.666000,-1.470000,2.156000,-0.686000,0.550229,-4.684094,1.709385,-1.551667,2.084031,-0.654099
2,27,37.580761,0.392000,-4.606000,1.862000,-1.372000,2.254000,-0.784000,0.452229,-4.684094,1.905385,-1.453667,2.182031,-0.752099
2,28,37.614176,0.000000,-4.704000,1.960000,-1.568000,2.254000,-0.686000,0.060229,-4.782094,2.003385,-1.649667,2.182031,-0.654099
2,29,37.647604,0.098000,-4.508000,1.862000,-1.568000,2.058000,-0.784000,0.158229,-4.586094,1.905385,-1.649667,1.986031,-0.752099
2,30,37.681001,0.196000,-4.606000,1.960000,-1.568000,2.254000,-0.686000,0.256229,-4.684094,2.003385,-1.649667,2.182031,-0.654099
2,31,37.714420,0.196000,-4.606000,1.862000,-1.372000,2.156000,-0.882000,0.256229,-4.684094,1.905385,-1.453667,2.084031,-0.850099
2,32,37.747848,0.196000,-4.508000,1.666000,-1.372000,2.254000,-0.882000,0.256229,-4.586094,1.709385,-1.453667,2.182031,-0.850099
2,33,37.781256,0.196000,-4.606000,1.764000,-1.666000,2.254000,-0.686000,0.256229,-4.684094,1.807385,-1.747667,2.182031,-0.654099
2,34,37.814667,0.000000,-4.508000,1.960000,-1.470000,2.254000,-0.686000,0.060229,-4.586094,2.003385,-1.551667,2.182031,-0.654099
2,35,37.848085,0.098000,-4.508000,1.862000,-1.666000,2.450000,-0.882000,0.158229,-4.586094,1.905385,-1.747667,2.378031,-0.850099
2,36,37.881491,0.294000,-4.508000,2.156000,-1.372000,2.254000,-0.784000,0.354229,-4.586094,2.199385,-1.453667,2.182031,-0.752099
2,37,37.914893,0.098000,-4.704000,1.764000,-1.568000,2.254000,-0.784000,0.158229,-4.782094,1.807385,-1.649667,2.182031,-0.752099
2,38,37.948318,0.294000,-4.606000,1.960000,-1.470000,2.352000,-0.784000,0.354229,-4.684094,2.003385,-1.551667,2.280031,-0.752099
2,39,37.981715,0.098000,-4.606000,1.764000,-1.372000,2.156000,-0.588000,0.158229,-4.684094,1.807385,-1.453667,2.084031,-0.556099
2,40,38.015118,0.294000,-4.606000,1.862000,-1.470000,2.254000,-0.882000,0.354229,-4.684094,1.905385,-1.551667,2.182031,-0.850099
2,41,38.048542,0.098000,-4.704000,1.764000,-1.568000,2.156000,-0.686000,0.158229,-4.782094,1.807385,-1.649667,2.084031,-0.654099
2,42,38.081946,0.196000,-4.606000,1.960000,-1.372000,2.352000,-0.686000,0.256229,-4.684094,2.003385,-1.453667,2.280031,-0.654099
2,43,38.115360,0.196000,-4.606000,1.862000,-1.372000,2.156000,-0.882000,0.256229,-4.684094,1.905385,-1.453667,2.084031,-0.850099
2,44,38.148782,0.098000,-4.802000,1.764000,-1.470000,1.960000,-0.686000,0.158229,-4.880094,1.807385,-1.551667,1.888031,-0.654099
2,45,38.182169,0.000000,-4.802000,1.862000,-1.470000,2.254000,-0.686000,0.060229,-4.880094,1.905385,-1.551667,2.182031,-0.654099
2,46,38.215560,0.098000,-4.606000,1.862000,-1.568000,2.352000,-0.784000,0.158229,-4.684094,1.905385,-1.649667,2.280031,-0.752099
2,47,38.248980,0.098000,-4.704000,1.666000,-1.372000,2.156000,-0.686000,0.158229,-4.782094,1.709385,-1.453667,2.084031,-0.654099
2,48,38.282384,0.294000,-4.606000,1.764000,-1.666000,2.156000,-0.784000,0.354229,-4.684094,1.807385,-1.747667,2.084031,-0.752099
2,49,38.315781,0.196000,-4.704000,1.764000,-1.372000,2.450000,-0.980000,0.256229,-4.782094,1.807385,-1.453667,2.378031,-0.948099
2,50,38.349197,0.196000,-4.606000,1.862000,-1.372000,2.156000,-0.784000,0.256229,-4.684094,1.905385,-1.453667,2.084031,-0.752099
2,51,38.382619,0.196000,-4.606000,1.666000,-1.372000,2.156000,-0.588000,0.256229,-4.684094,1.709385,-1.453667,2.084031,-0.556099
2,52,38.416015,0.196000,-4.410000,1.862000,-1.666000,2.156000,-0.882000,0.256229,-4.488094,1.905385,-1.747667,2.084031,-0.850099
2,53,38.449435,0.196000,-4.508000,1.960000,-1.568000,2.058000,-0.588000,0.256229,-4.586094,2.003385,-1.649667,1.986031,-0.556099
2,54,38.482828,0.098000,-4.508000,1.960000,-1.470000,1.862000,-0.784000,0.158229,-4.586094,2.003385,-1.551667,1.790031,-0.752099
2,55,38.516222,0.000000,-4.802000,1.960000,-1.372000,2.156000,-0.784000,0.060229,-4.880094,2.003385,-1.453667,2.084031,-0.752099
2,56,38.549643,0.196000,-4.606000,1.960000,-1.372000,2.352000,-0.588000,0.256229,-4.684094,2.003385,-1.453667,2.280031,-0.556099
2,57,38.583062,0.294000,-4.704000,1.960000,-1.568000,2.254000,-0.686000,0.354229,-4.782094,2.003385,-1.649667,2.182031,-0.654099
2,58,38.616484,0.294000,-4.802000,2.156000,-1.470000,2.254000,-0.784000,0.354229,-4.880094,2.199385,-1.551667,2.182031,-0.752099
2,59,38.649894,0.294000,-4.410000,1.960000,-1.470000,2.156000,-0.686000,0.354229,-4.488094,2.003385,-1.551667,2.084031,-0.654099
2,60,38.683294,0.196000,-4.508000,1.960000,-1.470000,2.254000,-0.784000,0.256229,-4.586094,2.003385,-1.551667,2.182031,-0.752099
2,61,38.716721,0.196000,-4.606000,1.764000,-1.470000,2.156000,-0.784000,0.256229,-4.684094,1.807385,-1.551667,2.084031,-0.752099
2,62,38.750130,0.098000,-4.704000,1.960000,-1.568000,2.254000,-0.686000,0.158229,-4.782094,2.003385,-1.649667,2.182031,-0.654099
2,63,38.783525,0.098000,-4.508000,1.960000,-1.666000,2.254000,-0.686000,0.158229,-4.586094,2.003385,-1.747667,2.182031,-0.654099
2,64,38.816951,0.196000,-4.704000,1.862000,-1.568000,2.156000,-0.784000,0.256229,-4.782094,1.905385,-1.649667,2.084031,-0.752099
2,65,38.850362,0.196000,-4.410000,1.764000,-1.372000,2.254000,-0.784000,0.256229,-4.488094,1.807385,-1.453667,2.182031,-0.752099
2,66,38.883778,0.490000,-4.508000,1.862000,-1.470000,2.352000,-0.686000,0.550229,-4.586094,1.905385,-1.551667,2.280031,-0.654099
2,67,38.917172,0.196000,-4.900000,1.764000,-1.470000,2.156000,-0.784000,0.256229,-4.978094,1.807385,-1.551667,2.084031,-0.752099
2,68,38.950589,0.098000,-4.606000,2.058000,-1.372000,2.156000,-0.784000,0.158229,-4.684094,2.101385,-1.453667,2.084031,-0.752099
2,69,38.984004,0.098000,-4.606000,1.764000,-1.372000,2.156000,-0.784000,0.158229,-4.684094,1.807385,-1.453667,2.084031,-0.752099
2,70,39.017396,0.098000,-4.802000,1.862000,-1.470000,2.352000,-0.686000,0.158229,-4.880094,1.905385,-1.551667,2.280031,-0.654099
2,71,39.050823,0.196000,-4.606000,1.862000,-1.568000,2.254000,-0.784000,0.256229,-4.684094,1.905385,-1.649667,2.182031,-0.752099
2,72,39.084219,0.196000,-4.508000,1.862000,-1.470000,2.352000,-0.784000,0.256229,-4.586094,1.905385,-1.551667,2.280031,-0.752099
2,73,39.117610,0.000000,-4.606000,1.862000,-1.470000,2.058000,-0.784000,0.060229,-4.684094,1.905385,-1.551667,1.986031,-0.752099
2,74,39.151052,0.294000,-4.606000,1.960000,-1.372000,2.352000,-0.686000,0.354229,-4.684094,2.003385,-1.453667,2.280031,-0.654099
2,75,39.184447,0.098000,-4.508000,1.764000,-1.568000,2.156000,-0.588000,0.158229,-4.586094,1.807385,-1.649667,2.084031,-0.556099
2,76,39.217837,0.098000,-4.606000,1.862000,-1.372000,2.352000,-0.784000,0.158229,-4.684094,1.905385,-1.453667,2.280031,-0.752099
2,77,39.251263,0.294000,-4.606000,1.764000,-1.764000,2.156000,-0.686000,0.354229,-4.684094,1.807385,-1.845667,2.084031,-0.654099
2,78,39.284675,0.294000,-4.704000,2.254000,-1.470000,2.156000,-0.882000,0.354229,-4.782094,2.297385,-1.551667,2.084031,-0.850099
2,79,39.318073,0.294000,-4.410000,1.764000,-1.274000,2.156000,-0.784000,0.354229,-4.488094,1.807385,-1.355667,2.084031,-0.752099
2,80,39.351487,0.196000,-4.802000,1.764000,-1.568000,1.960000,-0.686000,0.256229,-4.880094,1.807385,-1.649667,1.888031,-0.654099
2,81,39.384880,0.294000,-4.998000,1.960000,-1.372000,2.254000,-0.686000,0.354229,-5.076094,2.003385,-1.453667,2.182031,-0.654099
2,82,39.418267,0.098000,-4.704000,1.862000,-1.470000,2.254000,-0.784000,0.158229,-4.782094,1.905385,-1.551667,2.182031,-0.752099
2,83,39.451687,0.294000,-4.508000,1.960000,-1.372000,2.156000,-0.686000,0.354229,-4.586094,2.003385,-1.453667,2.084031,-0.654099
2,84,39.485084,0.000000,-4.508000,1.568000,-1.470000,2.254000,-0.784000,0.060229,-4.586094,1.611385,-1.551667,2.182031,-0.752099
2,85,39.518468,0.098000,-4.606000,2.058000,-1.372000,2.156000,-0.686000,0.158229,-4.684094,2.101385,-1.453667,2.084031,-0.654099
2,86,39.551887,-0.098000,-4.606000,2.058000,-1.568000,2.254000,-0.882000,-0.037771,-4.684094,2.101385,-1.649667,2.182031,-0.850099
2,87,39.585307,0.294000,-4.606000,2.058000,-1.470000,2.156000,-0.686000,0.354229,-4.684094,2.101385,-1.551667,2.084031,-0.654099
2,88,39.618700,0.294000,-4.704000,1.862000,-1.470000,2.254000,-0.686000,0.354229,-4.782094,1.905385,-1.551667,2.182031,-0.654099
2,89,39.652129,0.392000,-4.606000,1.862000,-1.372000,2.254000,-0.784000,0.452229,-4.684094,1.905385,-1.453667,2.182031,-0.752099
2,90,39.685531,0.196000,-4.606000,1.764000,-1.470000,2.352000,-0.588000,0.256229,-4.684094,1.807385,-1.551667,2.280031,-0.556099
2,91,39.718919,0.196000,-4.606000,1.960000,-1.470000,2.058000,-0.882000,0.256229,-4.684094,2.003385,-1.551667,1.986031,-0.850099
2,92,39.752352,0.196000,-4.606000,1.960000,-1.568000,2.254000,-0.784000,0.256229,-4.684094,2.003385,-1.649667,2.182031,-0.752099
2,93,39.785752,0.098000,-4.410000,1.764000,-1.372000,2.156000,-0.784000,0.158229,-4.488094,1.807385,-1.453667,2.084031,-0.752099
2,94,39.819142,0.000000,-4.704000,1.960000,-1.666000,2.156000,-0.784000,0.060229,-4.782094,2.003385,-1.747667,2.084031,-0.752099
2,95,39.852562,0.196000,-4.508000,1.862000,-1.470000,2.254000,-0.686000,0.256229,-4.586094,1.905385,-1.551667,2.182031,-0.654099
2,96,39.885954,0.294000,-4.606000,1.960000,-1.568000,2.156000,-0.686000,0.354229,-4.684094,2.003385,-1.649667,2.084031,-0.654099
2,97,39.919344,0.294000,-4.606000,2.058000,-1.372000,2.254000,-0.686000,0.354229,-4.684094,2.101385,-1.453667,2.182031,-0.654099
2,98,39.952760,0.098000,-4.312000,1.862000,-1.372000,2.254000,-0.784000,0.158229,-4.390094,1.905385,-1.453667,2.182031,-0.752099
2,99,39.986147,0.000000,-4.606000,1.862000,-1.372000,2.156000,-0.882000,0.060229,-4.684094,1.905385,-1.453667,2.084031,-0.850099
2,100,40.019532,0.098000,-4.606000,1.960000,-1.764000,2.156000,-0.686000,0.158229,-4.684094,2.003385,-1.845667,2.084031,-0.654099
2,101,40.052951,0.196000,-4.606000,1.764000,-1.372000,2.254000,-0.784000,0.256229,-4.684094,1.807385,-1.453667,2.182031,-0.752099
2,102,40.086356,0.392000,-4.704000,1.764000,-1.372000,2.156000,-0.882000,0.452229,-4.782094,1.807385,-1.453667,2.084031,-0.850099
2,103,40.119768,0.294000,-4.704000,1.764000,-1.470000,2.058000,-0.882000,0.354229,-4.782094,1.807385,-1.551667,1.986031,-0.850099
2,104,40.153185,0.098000,-4.802000,1.666000,-1.568000,2.254000,-0.784000,0.158229,-4.880094,1.709385,-1.649667,2.182031,-0.752099
